Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Evan McIntyre,Augustana,D,Sr,34,3,8,11,0.3235,16,31,0,1,0,-10,38,1,1,50,,,,,,
,Axel Kumlin,Miami,D,So,34,2,9,11,0.3235,10,66,0,0,0,-12,37,0,0,,,,,,,
,Craig Needham,Providence,F,Gr,34,4,7,11,0.3235,31,50,0,0,0,-4,18,277,245,53.1,,,,,,
,Sully Scholle,Maine,F,Fr,33,7,4,11,0.3333,10,58,2,1,0,1,13,17,20,45.9,,,,,,
,Marko Reifenberger,Mercyhurst,F,Sr,33,5,6,11,0.3333,37,38,0,0,0,-10,7,236,273,46.4,,,,,,
,Jordan Steinmetz,Minnesota State,F,Fr,32,2,9,11,0.3438,10,30,1,0,1,1,23,184,226,44.9,,,,,,
,Eric Charpentier,Dartmouth,D,Fr,32,4,7,11,0.3438,25,40,1,0,0,2,50,0,0,,,,,,,
,Dane Dowiak,Penn State,F,Fr,31,6,5,11,0.3548,24,65,2,2,0,-16,9,110,83,57,,,,,,
,Gustav Stjernberg,Bowling Green,D,Fr,31,4,7,11,0.3548,40,55,0,2,0,2,41,0,1,0,,,,,,
,Steven Bellini,Minnesota State,D,Jr,31,3,8,11,0.3548,20,29,1,1,0,4,31,1,1,50,,,,,,
,Ethan Mistry,Brown,D,Fr,30,0,11,11,0.3667,6,45,0,0,0,-12,31,0,0,,,,,,,
,Matthew Campbell,Michigan Tech,D,Fr,30,4,7,11,0.3667,8,70,1,3,0,-6,43,0,0,,,,,,,
,Zach Dubinsky,Vermont,F,Sr,30,2,9,11,0.3667,20,30,0,1,0,3,17,219,177,55.3,,,,,,
,Kasper Magnussen,Bemidji State,F,Fr,29,7,4,11,0.3793,6,45,0,1,0,3,16,0,0,,,,,,,
,Jaeden Mercier,Lindenwood,F,Fr,28,3,8,11,0.3929,6,39,0,2,0,-12,4,1,2,33.3,,,,,,
,Nick Cafarelli,New Hampshire,F,Sr,28,6,5,11,0.3929,41,35,1,3,0,2,5,5,5,50,,,,,,
,Grant Silianoff,Notre Dame,F,Sr,28,4,7,11,0.3929,12,48,0,0,0,4,11,0,0,,,,,,,
,Jamie Engelbert,Providence,F,Gr,28,7,4,11,0.3929,16,44,0,0,0,3,12,4,4,50,,,,,,
,Matt Fusco,Dartmouth,D,Fr,28,3,8,11,0.3929,10,46,1,0,0,-6,34,1,0,100,,,,,,
,Branden Piku,Lake Superior,F,Fr,25,7,4,11,0.44,14,41,3,1,0,6,9,0,1,0,,,,,,
,Andrei Buyalsky,Vermont,F,Jr,25,3,8,11,0.44,8,48,0,1,0,-5,6,20,13,60.6,,,,,,
,Nolan Renwick,Maine,F,Jr,25,2,9,11,0.44,14,33,0,0,0,-5,8,163,135,54.7,,,,,,
,Colton Friesen,Augustana,F,So,24,3,8,11,0.4583,6,36,0,0,0,-3,9,13,20,39.4,,,,,,
,Jakob Lee,RPI,F,Sr,23,7,4,11,0.4783,41,57,1,1,1,-3,11,148,136,52.1,,,,,,
,Kabore Dunn,Lindenwood,D,So,22,0,11,11,0.5,20,21,0,0,0,-6,18,0,1,0,,,,,,
,Ian Pierce,Dartmouth,D,Jr,21,2,9,11,0.5238,8,51,1,1,0,2,9,0,1,0,,,,,,
,Mark Cheremeta,Sacred Heart,F,Gr,17,1,10,11,0.6471,6,49,0,0,0,-5,7,0,2,0,,,,,,
,Dylan Jackson,Arizona State,F,Sr,15,7,4,11,0.7333,18,43,1,4,0,-1,3,1,0,100,,,,,,
703,Victor Mancini,Omaha,D,Jr,40,4,6,10,0.25,8,78,2,0,0,7,40,0,0,,,,,,,
,Nolan Krenzen,Omaha,D,Sr,40,2,8,10,0.25,4,27,0,0,0,7,33,0,0,,,,,,,
,Abram Wiebe,North Dakota,D,Fr,40,1,9,10,0.25,27,35,0,0,0,14,53,0,0,,,,,,,
,Michael Craig,Robert Morris,D,Fr,39,0,10,10,0.2564,8,41,0,0,0,-6,39,0,0,,,,,,,
,Cal Thomas,Minnesota,D,So,38,1,9,10,0.2632,8,36,0,0,0,12,68,0,0,,,,,,,
,Jake McLean,Bemidji State,F,Fr,38,6,4,10,0.2632,2,24,1,0,0,1,4,141,148,48.8,,,,,,
,Mack Oliphant,Holy Cross,D,So,38,2,8,10,0.2632,19,59,1,1,0,2,29,0,1,0,,,,,,
,Anthony Menghini,Minnesota-Duluth,F,Fr,37,8,2,10,0.2703,43,76,1,0,0,6,12,0,3,0,,,,,,
,Brett Callahan,American Int'l,D,Gr,37,4,6,10,0.2703,10,66,1,1,0,1,67,0,0,,,,,,,
,Philippe Jacques,RIT,F,So,37,5,5,10,0.2703,14,37,1,1,0,4,11,149,151,49.7,,,,,,
,Brandon Tabakin,Arizona State,D,Gr,36,2,8,10,0.2778,13,66,0,0,0,26,29,0,0,,,,,,,
,Luis Lindner,New Hampshire,D,Sr,36,0,10,10,0.2778,2,42,0,0,0,3,20,0,0,,,,,,,
,Jake Bongo,Sacred Heart,F,Fr,36,3,7,10,0.2778,4,52,1,0,0,2,10,171,186,47.9,,,,,,
,Max Dukovac,Miami,F,So,36,3,7,10,0.2778,10,56,0,0,0,-14,8,1,2,33.3,,,,,,
,Jack Mesic,Ferris State,D,Fr,36,2,8,10,0.2778,8,67,1,0,0,0,46,0,0,,,,,,,
,Andrius Kulbis-Marino,Sacred Heart,D,Sr,36,5,5,10,0.2778,14,49,0,0,0,-2,37,1,0,100,,,,,,
,Michael Cameron,Massachusetts,F,So,35,6,4,10,0.2857,0,39,1,0,1,-3,18,15,27,35.7,,,,,,
,Frank Djurasevic,Merrimack,D,Fr,35,4,6,10,0.2857,26,72,1,0,0,-2,43,0,0,,,,,,,
,Drew Montgomery,Colorado College,F,Fr,35,5,5,10,0.2857,12,35,1,0,1,1,10,32,23,58.2,,,,,,
,Tim Rego,Cornell,D,Jr,35,2,8,10,0.2857,14,37,0,1,0,21,52,0,0,,,,,,,
,Hoyt Stanley,Cornell,D,Fr,35,2,8,10,0.2857,22,37,0,0,0,16,25,0,0,,,,,,,
,Brady Ziemer,Augustana,D,Sr,34,3,7,10,0.2941,10,33,0,1,0,-9,66,1,1,50,,,,,,
,Kyle Gaffney,Alaska,F,So,34,2,8,10,0.2941,16,57,1,0,0,1,15,48,60,44.4,,,,,,
,Nick Ring,New Hampshire,F,Fr,34,2,8,10,0.2941,6,44,0,1,0,-5,3,135,133,50.4,,,,,,
,Vincent Salice,Army,F,Fr,34,4,6,10,0.2941,12,57,0,0,0,-4,6,0,0,,,,,,,
,Gunnar VanDamme,Alaska-Anchorage,D,Fr,34,3,7,10,0.2941,29,39,1,1,0,7,37,2,0,100,,,,,,
,Michael Gildon,Ohio State,F,Sr,34,5,5,10,0.2941,27,60,0,0,0,3,14,0,0,,,,,,,
,Rylan Van Unen,Northern Michigan,F,Jr,33,4,6,10,0.303,55,56,0,0,0,-5,15,1,0,100,,,,,,
,Ryan Fine,Harvard,F,Fr,32,5,5,10,0.3125,12,46,0,0,0,-10,16,44,72,37.9,,,,,,
,Gustav Blom,RIT,F,So,32,3,7,10,0.3125,20,34,2,0,0,3,18,0,0,,,,,,,
,Blake Wells,American Int'l,F,Gr,32,4,6,10,0.3125,12,31,0,0,1,3,18,1,3,25,,,,,,
,Oscar Geschwind,American Int'l,F,Jr,32,2,8,10,0.3125,8,38,0,0,0,9,21,59,48,55.1,,,,,,
,Tommi Männistö,Michigan State,F,Fr,32,1,9,10,0.3125,39,42,0,0,0,5,11,0,0,,,,,,,
,Pierce Patterson,Army,D,Fr,31,4,6,10,0.3226,8,43,1,4,0,-11,19,0,0,,,,,,,
,Alex Gaffney,Harvard,F,Jr,31,8,2,10,0.3226,0,42,2,4,0,-18,11,4,4,50,,,,,,
,Quinton Pepper,St. Thomas,F,So,31,3,7,10,0.3226,10,38,2,0,0,2,5,2,3,40,,,,,,
,Simon Jellus,Vermont,F,Jr,30,6,4,10,0.3333,2,62,1,2,0,-5,4,25,14,64.1,,,,,,
,Colby MacArthur,Union,F,So,29,4,6,10,0.3448,4,33,1,1,0,-3,8,2,4,33.3,,,,,,
,Josh Latta,Bentley,F,Gr,28,2,8,10,0.3571,25,27,0,1,0,-2,7,90,107,45.7,,,,,,
,Xavier Lapointe,RIT,D,So,28,2,8,10,0.3571,29,37,0,1,0,12,16,0,0,,,,,,,
,Zachary Aughe,Lindenwood,F,Sr,28,3,7,10,0.3571,39,40,0,0,0,-7,21,15,29,34.1,,,,,,
,Tommy Bannister,Mercyhurst,F,So,27,3,7,10,0.3704,4,31,0,1,0,-6,10,2,2,50,,,,,,
,Ryan Alexander,Arizona State,F,So,27,3,7,10,0.3704,10,36,1,0,1,7,15,150,142,51.4,,,,,,
,Caleb Price,Lindenwood,D,Jr,27,4,6,10,0.3704,6,56,0,1,0,-3,24,0,0,,,,,,,
,Barrett Brooks,Mercyhurst,F,So,27,4,6,10,0.3704,23,27,0,0,0,-5,9,2,5,28.6,,,,,,
,Cal Kiefiuk,Providence,F,Gr,25,2,8,10,0.4,24,41,0,0,0,-1,15,2,0,100,,,,,,
,Drew Kuzma,Lindenwood,F,So,25,4,6,10,0.4,43,44,0,1,0,-7,5,163,175,48.2,,,,,,
,Tyler Schleppe,Ferris State,F,So,25,3,7,10,0.4,11,44,0,1,0,-6,6,40,61,39.6,,,,,,
,Ben Doran,Bowling Green,F,Fr,25,3,7,10,0.4,28,18,1,1,1,-4,11,149,145,50.7,,,,,,
,Caden Brown,Ohio State,F,Jr,24,4,6,10,0.4167,6,27,0,2,0,-4,10,115,124,48.1,,,,,,
,J.P. Turner,New Hampshire,F,Fr,24,4,6,10,0.4167,21,37,1,0,0,1,10,0,0,,,,,,,
,Owen Baumgartner,Air Force,D,Fr,24,4,6,10,0.4167,12,34,1,0,0,1,6,0,0,,,,,,,
,Stefano Bottini,Canisius,F,So,23,4,6,10,0.4348,10,31,0,0,0,1,13,1,1,50,,,,,,
,William Hallén,Miami,F,So,23,3,7,10,0.4348,8,32,0,0,0,-10,11,142,164,46.4,,,,,,
,Dalton Norris,Bowling Green,D,So,23,5,5,10,0.4348,19,53,0,3,1,-9,31,0,0,,,,,,,
,Ethan Edwards,Michigan,D,Jr,21,3,7,10,0.4762,20,39,1,0,0,13,29,0,0,,,,,,,
,Klavs Veinbergs,Colorado College,F,Fr,19,4,6,10,0.5263,10,28,0,3,0,0,1,85,74,53.5,,,,,,
,Aiden Yakimchuk,Lindenwood,D,Jr,16,5,5,10,0.625,6,25,1,2,0,-5,18,0,0,,,,,,,
,John Evans,RPI,F,So,16,4,6,10,0.625,2,16,1,0,0,-3,1,0,1,0,,,,,,
762,Dimitri Mikrogiannakis,RIT,D,Sr,40,2,7,9,0.225,41,53,0,0,0,16,71,0,0,,,,,,,
,Aram Minnetian,Boston College,D,Fr,40,3,6,9,0.225,29,31,1,0,0,11,57,0,0,,,,,,,
,Ryan Nicholson,RIT,D,Gr,40,0,9,9,0.225,22,29,0,0,0,11,42,0,0,,,,,,,
,Nico Somerville,American Int'l,D,Sr,40,4,5,9,0.225,12,46,2,0,0,11,49,0,1,0,,,,,,
,Tomi Leppanen,American Int'l,D,Fr,40,3,6,9,0.225,39,63,0,0,1,8,44,0,0,,,,,,,
,Case McCarthy,Boston University,D,Gr,39,4,5,9,0.2308,10,44,1,0,0,19,76,1,1,50,,,,,,
,CJ McGee,Quinnipiac,D,Gr,39,2,7,9,0.2308,33,33,0,0,0,15,24,0,0,,,,,,,
,Anthony Kehrer,Wisconsin,D,Sr,38,2,7,9,0.2368,23,47,1,1,0,17,52,0,0,,,,,,,
,Luke Robinson,Air Force,D,Sr,38,2,7,9,0.2368,32,46,0,0,0,6,46,0,0,,,,,,,
,Gavin Gulash,Robert Morris,F,Jr,38,2,7,9,0.2368,35,40,0,1,0,-7,23,102,149,40.6,,,,,,
,Ray Fust,Omaha,F,So,37,4,5,9,0.2432,12,41,0,0,0,-6,13,0,1,0,,,,,,
,Alex Young,Arizona State,F,Sr,37,6,3,9,0.2432,8,61,1,1,0,-5,9,13,12,52,,,,,,
,Luke Bast,Minnesota-Duluth,D,Sr,37,2,7,9,0.2432,39,45,0,2,0,2,19,0,0,,,,,,,
,Marcus Pedersen,Michigan Tech,F,Jr,37,5,4,9,0.2432,2,34,1,1,0,-2,15,0,0,,,,,,,
,Cam Kungle,Lake Superior,D,Fr,37,1,8,9,0.2432,33,21,0,0,0,1,54,0,0,,,,,,,
,David Breazeale,Maine,D,Jr,37,2,7,9,0.2432,10,76,0,0,0,9,43,0,0,,,,,,,
,Josh Boyer,St. Lawrence,F,Gr,37,3,6,9,0.2432,23,49,0,0,0,-5,31,351,318,52.5,,,,,,
,Hugh Larkin,Western Michigan,F,Sr,37,5,4,9,0.2432,34,40,1,0,0,-5,7,0,0,,,,,,,
,Mark Estapa,Michigan,F,Jr,36,5,4,9,0.25,46,60,0,4,0,-4,18,213,186,53.4,,,,,,
,Taylor Makar,Massachusetts,F,Jr,36,4,5,9,0.25,22,37,1,0,0,2,14,0,0,,,,,,,
,Brenden Datema,Canisius,D,Gr,35,1,8,9,0.2571,30,47,1,0,0,-3,73,0,1,0,,,,,,
,Owen Ozar,Bowling Green,F,Jr,35,5,4,9,0.2571,40,59,2,0,0,-9,14,2,4,33.3,,,,,,
,Jack Robilotti,Holy Cross,D,Sr,35,3,6,9,0.2571,35,33,0,0,0,11,51,0,0,,,,,,,
,Liam Dennison,Merrimack,D,Gr,35,2,7,9,0.2571,10,26,1,0,0,-6,49,0,0,,,,,,,
,Artur Turansky,Miami,F,So,35,4,5,9,0.2571,6,62,1,1,0,-21,21,0,0,,,,,,,
,Filip Fornåå Svensson,Mass.-Lowell,F,Gr,35,5,4,9,0.2571,6,66,0,0,0,-5,13,2,1,66.7,,,,,,
,Nikolai Jenson,New Hampshire,D,Sr,35,4,5,9,0.2571,12,37,0,0,0,7,45,0,0,,,,,,,
,Grant Slukynsky,Northern Michigan,F,Fr,34,6,3,9,0.2647,6,45,0,2,0,-3,16,141,149,48.6,,,,,,
,Eric Parker,Bowling Green,D,Jr,33,1,8,9,0.2727,29,33,0,1,0,-10,37,1,2,33.3,,,,,,
,Will Staring,Air Force,D,Fr,33,1,8,9,0.2727,20,33,0,0,0,-3,29,0,0,,,,,,,
,Jack Brackett,RPI,F,Sr,33,1,8,9,0.2727,4,35,0,0,0,-2,21,3,2,60,,,,,,
,Tyler Carpenter,Notre Dame,F,Jr,33,5,4,9,0.2727,16,35,0,0,0,1,20,97,57,63,,,,,,
,Maxim Štrbák,Michigan State,D,Fr,32,2,7,9,0.2813,17,37,1,0,0,7,27,0,0,,,,,,,
,Thomas Sinclair,Vermont,F,So,32,5,4,9,0.2813,8,35,0,0,1,1,15,102,149,40.6,,,,,,
,Adam Pitters,Long Island,F,Gr,31,4,5,9,0.2903,10,41,1,0,0,3,12,123,90,57.7,,,,,,
,Owen Murray,Massachusetts,D,So,31,2,7,9,0.2903,4,34,0,0,0,-1,21,0,0,,,,,,,
,Jake Higgins,Holy Cross,D,Sr,31,5,4,9,0.2903,17,53,1,0,1,2,43,0,0,,,,,,,
,Alex Power,Quinnipiac,F,So,31,4,5,9,0.2903,2,20,0,0,0,8,2,0,0,,,,,,,
,Brett Bliss,Brown,D,Jr,30,2,7,9,0.3,27,58,0,0,0,-22,41,0,0,,,,,,,
,Noah Beck,Clarkson,D,Sr,30,3,6,9,0.3,16,36,0,1,0,-17,20,0,0,,,,,,,
,Jake Stella,Mass.-Lowell,F,Sr,29,3,6,9,0.3103,12,36,0,0,0,-15,22,87,94,48.1,,,,,,
,Ryan Sullivan,Miami,F,Gr,29,5,4,9,0.3103,12,41,0,1,0,-8,31,3,6,33.3,,,,,,
,Erik Bargholtz,Clarkson,F,So,29,4,5,9,0.3103,6,30,0,0,1,5,13,1,0,100,,,,,,
,Ethan Bono,Merrimack,F,Fr,29,6,3,9,0.3103,8,31,0,0,0,-2,13,107,135,44.2,,,,,,
,Liam Valente,Providence,F,So,29,4,5,9,0.3103,10,47,1,2,0,2,6,1,0,100,,,,,,
,Tyson Dyck,Wisconsin,F,Jr,28,0,9,9,0.3214,21,32,0,0,0,13,12,41,49,45.6,,,,,,
,Tyler Paquette,Penn State,F,Sr,27,6,3,9,0.3333,8,53,1,1,0,-14,13,5,9,35.7,,,,,,
,Matvei Kabanov,Northern Michigan,F,Fr,26,4,5,9,0.3462,4,32,1,2,0,-3,10,0,0,,,,,,,
,Michael Mesic,Northern Michigan,F,Fr,26,4,5,9,0.3462,8,41,0,0,0,-8,7,3,3,50,,,,,,
,Joel Maatta,Vermont,F,Jr,26,4,5,9,0.3462,35,31,0,1,0,-6,20,215,242,47,,,,,,
,Jake Cady,Stonehill,F,So,26,5,4,9,0.3462,25,28,0,0,0,-19,16,3,2,60,,,,,,
,Rhys Bentham,Yale,D,Fr,26,6,3,9,0.3462,6,31,1,1,1,-9,27,0,0,,,,,,,
,Will Howard,Augustana,F,Fr,25,4,5,9,0.36,6,40,1,0,0,-6,10,0,1,0,,,,,,
,Jake Braccini,St. Thomas,F,So,24,4,5,9,0.375,8,53,0,1,0,-8,7,0,0,,,,,,,
,Ellis Rickwood,Clarkson,F,So,22,4,5,9,0.4091,8,26,0,2,0,3,8,133,119,52.8,,,,,,
,Ben Wozney,Bowling Green,D,Jr,22,2,7,9,0.4091,16,35,0,0,0,-3,17,0,0,,,,,,,
,William Dineen,Yale,F,Jr,20,7,2,9,0.45,27,42,1,2,2,-4,24,171,159,51.8,,,,,,
,Cole Spicer,Minnesota-Duluth,F,So,17,5,4,9,0.5294,8,31,1,1,1,2,10,153,169,47.5,,,,,,
,Albin Nilsson,Miami,F,Gr,17,4,5,9,0.5294,2,23,0,2,0,-12,7,134,136,49.6,,,,,,
,Matt Johnson,Alaska-Anchorage,F,So,14,6,3,9,0.6429,2,21,0,0,0,-1,7,0,0,,,,,,,
822,Mike Posma,Boston College,F,Jr,41,2,6,8,0.1951,23,48,0,0,1,10,13,154,129,54.4,,,,,,
,Colby Ambrosio,Boston College,F,Sr,40,2,6,8,0.2,10,58,0,0,0,-4,14,94,77,55,,,,,,
,Drew Fortescue,Boston College,D,Fr,40,4,4,8,0.2,36,30,0,0,0,13,31,0,0,,,,,,,
,Evan Stella,American Int'l,D,Jr,40,3,5,8,0.2,37,34,0,0,1,-3,49,0,0,,,,,,,
,Charlie Leddy,Boston College,D,So,39,0,8,8,0.2051,12,19,0,0,0,15,33,0,0,,,,,,,
,Ryan Chesley,Minnesota,D,So,39,2,6,8,0.2051,19,63,1,0,0,2,77,0,0,,,,,,,
,Luca Fantilli,Michigan,D,So,38,1,7,8,0.2105,8,20,0,0,0,12,23,0,0,,,,,,,
,Cedric Fiedler,Western Michigan,D,Sr,38,0,8,8,0.2105,23,30,0,0,0,24,24,0,0,,,,,,,
,Tyler Rollwagen,Omaha,F,So,38,3,5,8,0.2105,30,20,0,0,0,1,7,102,140,42.1,,,,,,
,Luc Salem,St. Lawrence,D,Sr,38,3,5,8,0.2105,30,76,1,2,0,-8,50,0,0,,,,,,,
,Lane Brockhoff,Niagara,D,So,37,2,6,8,0.2162,54,49,1,0,0,2,54,0,0,,,,,,,
,Jack Clement,Miami,D,Gr,36,1,7,8,0.2222,10,40,0,0,0,-13,50,0,0,,,,,,,
,Artyom Borshyov,Lake Superior,D,Sr,36,2,6,8,0.2222,12,30,0,0,0,-8,24,1,1,50,,,,,,
,Tommy Middleton,Colorado College,F,Jr,36,4,4,8,0.2222,8,52,1,0,0,-4,11,1,1,50,,,,,,
,Hampus Rydqvist,Miami,D,Sr,36,1,7,8,0.2222,20,59,0,0,0,-22,45,0,0,,,,,,,
,Brad McNeil,RPI,F,Fr,36,4,4,8,0.2222,9,34,0,0,1,-2,31,110,188,36.9,,,,,,
,Tabor Heaslip,Connecticut,F,So,36,1,7,8,0.2222,16,62,1,0,0,-5,24,174,192,47.5,,,,,,
,Lauri Sertti,RPI,D,Sr,36,2,6,8,0.2222,16,36,0,1,0,-16,37,0,0,,,,,,,
,Jake Beaune,Mercyhurst,D,Jr,35,2,6,8,0.2286,33,46,0,0,0,4,69,0,0,,,,,,,
,Keaton Pehrson,North Dakota,D,Gr,35,0,8,8,0.2286,10,25,0,0,0,5,33,0,0,,,,,,,
,Kyle Heath,Stonehill,F,So,35,1,7,8,0.2286,10,26,0,0,0,-25,28,148,321,31.6,,,,,,
,Jarod Crespo,Penn State,D,So,35,3,5,8,0.2286,24,45,1,1,0,-9,43,0,1,0,,,,,,
,Hank Kempf,Cornell,D,Jr,35,1,7,8,0.2286,12,34,1,0,0,14,59,0,0,,,,,,,
,Nathan Kelly,Union,D,Sr,35,1,7,8,0.2286,23,35,0,0,0,0,41,0,0,,,,,,,
,Liam Izyk,Sacred Heart,F,Gr,34,4,4,8,0.2353,33,36,0,0,1,-4,10,186,225,45.3,,,,,,
,Jack Quinn,Long Island,F,Sr,34,2,6,8,0.2353,31,35,0,0,0,4,9,0,2,0,,,,,,
,Cole Hanson,Maine,F,Jr,34,4,4,8,0.2353,4,34,0,0,0,-3,16,97,121,44.5,,,,,,
,Spencer Smith,Mercyhurst,F,Fr,34,3,5,8,0.2353,0,26,1,0,1,4,22,61,94,39.4,,,,,,
,Reilly Moran,St. Lawrence,F,Sr,34,2,6,8,0.2353,19,42,0,0,0,1,8,57,77,42.5,,,,,,
,Aaron Bohlinger,Massachusetts,D,Sr,34,3,5,8,0.2353,4,22,0,0,0,1,35,0,0,,,,,,,
,Dylan Moulton,Miami,D,Sr,34,6,2,8,0.2353,35,37,0,0,1,-10,33,1,0,100,,,,,,
,Aiden Gallacher,Northern Michigan,D,Jr,34,3,5,8,0.2353,25,41,1,0,0,-2,78,0,0,,,,,,,
,Nick Hale,Ferris State,D,Gr,34,2,6,8,0.2353,12,50,0,0,0,3,28,1,0,100,,,,,,
,Taige Harding,Providence,D,Jr,34,2,6,8,0.2353,12,44,1,0,0,-5,33,0,0,,,,,,,
,Charlie Stramel,Wisconsin,F,So,34,3,5,8,0.2353,20,42,1,1,0,-4,9,38,30,55.9,,,,,,
,Sawyer Scholl,Wisconsin,F,Fr,33,6,2,8,0.2424,20,51,1,0,0,7,10,76,73,51,,,,,,
,Lucas Thorne,Holy Cross,F,Sr,33,2,6,8,0.2424,20,27,1,0,0,-2,12,25,27,48.1,,,,,,
,Bennett Zmolek,North Dakota,D,Jr,33,0,8,8,0.2424,22,27,0,0,0,17,91,0,0,,,,,,,
,Carson Kosobud,Alaska-Anchorage,D,Jr,33,1,7,8,0.2424,33,53,0,0,0,1,27,0,0,,,,,,,
,Jake Dunlap,Ohio State,F,So,33,3,5,8,0.2424,40,54,0,0,0,-8,9,0,1,0,,,,,,
,Daniel Hilsendager,Western Michigan,D,Sr,33,1,7,8,0.2424,19,52,0,0,0,5,23,0,0,,,,,,,
,Anthony Galante,Stonehill,F,Fr,33,5,3,8,0.2424,10,56,0,0,1,-25,23,4,12,25,,,,,,
,Jacob Jeannette,Union,F,Fr,33,0,8,8,0.2424,37,28,0,0,0,4,25,190,239,44.3,,,,,,
,Shay Donovan,Augustana,D,Gr,32,2,6,8,0.25,14,37,1,0,0,-7,42,0,0,,,,,,,
,Nick Capone,Connecticut,F,Sr,32,4,4,8,0.25,46,38,0,3,0,-9,15,49,56,46.7,,,,,,
,Barron Woodring,Army,F,Fr,31,5,3,8,0.2581,16,50,1,0,0,-6,20,209,233,47.3,,,,,,
,Zakary Karpa,Harvard,F,Jr,31,4,4,8,0.2581,6,37,0,1,0,-8,17,299,277,51.9,,,,,,
,Spencer Cox,Miami,D,Jr,30,1,7,8,0.2667,16,45,0,1,0,-9,24,0,0,,,,,,,
,Brian Adams,Air Force,F,Sr,30,2,6,8,0.2667,4,36,0,0,1,7,27,1,0,100,,,,,,
,Crossley Stewart,RIT,D,Fr,30,2,6,8,0.2667,23,36,0,0,0,7,16,0,0,,,,,,,
,David Gucciardi,Michigan State,D,Jr,30,2,6,8,0.2667,47,40,0,0,1,8,46,0,0,,,,,,,
,Devlin O'Brien,Merrimack,F,Jr,30,3,5,8,0.2667,24,22,1,0,0,-6,20,1,1,50,,,,,,
,Lucas Vanroboys,Massachusetts,F,Gr,29,3,5,8,0.2759,22,38,0,0,0,4,9,170,113,60.1,,,,,,
,Noah Hackett,Niagara,F,So,29,2,6,8,0.2759,0,41,1,0,0,-6,8,7,9,43.8,,,,,,
,Luke Levandowski,Lake Superior,F,Fr,29,2,6,8,0.2759,4,34,0,0,0,5,7,38,57,40,,,,,,
,Rihards Simanovičs,Miami,D,Fr,29,0,8,8,0.2759,10,26,0,0,0,-8,20,0,1,0,,,,,,
,Cody Schiavon,Canisius,D,Sr,28,3,5,8,0.2857,21,16,0,0,0,2,37,1,0,100,,,,,,
,Mason Poolman,St. Thomas,D,Fr,28,2,6,8,0.2857,16,34,1,2,0,-1,27,0,0,,,,,,,
,Luke Devlin,Cornell,F,Fr,28,6,2,8,0.2857,12,29,1,0,0,1,7,26,37,41.3,,,,,,
,Brady Berard,Providence,F,So,27,2,6,8,0.2963,16,36,0,0,0,7,8,90,99,47.6,,,,,,
,Trevor Taulien,Ferris State,D,Fr,27,2,6,8,0.2963,20,30,1,0,0,-8,10,0,0,,,,,,,
,Adam Conquest,Lindenwood,F,Gr,27,3,5,8,0.2963,28,29,0,0,0,-8,11,0,2,0,,,,,,
,Noah Prokop,St. Thomas,F,Gr,27,3,5,8,0.2963,16,33,2,1,0,-3,8,291,216,57.4,,,,,,
,Brett Moravec,Minnesota State,F,Fr,27,4,4,8,0.2963,10,44,0,2,0,6,8,0,3,0,,,,,,
,Jonathan Ziskie,Niagara,D,So,27,2,6,8,0.2963,2,27,1,0,0,-1,32,0,0,,,,,,,
,Hunter Bischoff,Augustana,F,Fr,26,4,4,8,0.3077,2,41,1,0,0,-5,18,5,9,35.7,,,,,,
,Alex Nordstrom,Michigan Tech,F,Jr,26,4,4,8,0.3077,6,35,0,0,0,6,11,0,0,,,,,,,
,Greg Lapointe,St. Lawrence,F,Jr,25,6,2,8,0.32,6,52,2,1,0,0,7,0,0,,,,,,,
,Nick Granowicz,Mass.-Lowell,F,Fr,25,4,4,8,0.32,10,31,0,1,0,-4,14,0,6,0,,,,,,
,Christian Sarlo,Penn State,F,Sr,25,2,6,8,0.32,2,47,0,1,0,-8,5,1,2,33.3,,,,,,
,Matt Sutton,Brown,F,Sr,24,3,5,8,0.3333,14,34,0,1,0,-9,13,7,4,63.6,,,,,,
,Grant Ahcan,St. Cloud State,F,So,23,3,5,8,0.3478,15,20,0,0,0,-1,10,0,0,,,,,,,
,Matt DeMelis,Northeastern,F,Gr,23,2,6,8,0.3478,0,20,1,0,0,-4,20,66,77,46.2,,,,,,
,Adrien Bisson,Mercyhurst,D,Gr,23,2,6,8,0.3478,16,23,0,1,0,-8,46,0,1,0,,,,,,
,Rhys Chiddenton,Bemidji State,F,Fr,23,2,6,8,0.3478,8,45,0,0,0,2,4,0,0,,,,,,,
,Reagan Milburn,Lake Superior,F,Fr,22,2,6,8,0.3636,10,31,0,0,0,0,0,0,0,,,,,,,
,Ian Moore,Harvard,D,Jr,21,3,5,8,0.381,10,38,2,0,0,-6,32,0,0,,,,,,,
,Alexander Lundman,Bemidji State,F,Jr,20,3,5,8,0.4,4,17,1,1,0,-5,9,1,0,100,,,,,,
,Will Vote,Boston College,F,Fr,20,1,7,8,0.4,4,15,0,0,0,2,4,0,0,,,,,,,
,Karter McNarland,Alaska-Anchorage,F,Fr,16,3,5,8,0.5,6,21,0,0,0,3,1,1,0,100,,,,,,
,Jack Jensen,Augustana,F,Jr,15,4,4,8,0.5333,23,30,0,2,0,-4,6,91,135,40.3,,,,,,
