Rk,Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,,,,,,
,Trey Augustine,Michigan State,G,Fr,35,0,1,1,0.0286,0,1,0,0,0,0,0,0,0,,,,,,,
,Chad Veltri,Robert Morris,G,Gr,32,0,1,1,0.0313,0,0,0,0,0,0,0,0,0,,,,,,,
,Eli Sebastian,Northeastern,F,Fr,32,0,1,1,0.0313,2,24,0,0,0,-12,9,42,51,45.2,,,,,,
,Carter Gylander,Colgate,G,Sr,32,0,1,1,0.0313,0,0,0,0,0,0,0,0,0,,,,,,,
,Trym Lokkeberg,Dartmouth,F,Jr,31,1,0,1,0.0323,8,10,0,0,0,-5,17,79,109,42,,,,,,
,Henry Nelson,Notre Dame,D,Fr,31,0,1,1,0.0323,42,39,0,0,0,-2,15,0,0,,,,,,,
,Andy Moore,Northeastern,F,Fr,31,0,1,1,0.0323,12,11,0,0,0,2,10,0,1,0,,,,,,
,Caleb Huffman,Alaska-Anchorage,D,So,30,0,1,1,0.0333,57,27,0,0,0,-7,26,0,0,,,,,,,
,Cooper Black,Dartmouth,G,So,30,0,1,1,0.0333,0,0,0,0,0,0,0,0,0,,,,,,,
,Kieran O'Hearn,Yale,D,Jr,29,0,1,1,0.0345,36,16,0,0,0,-10,44,0,0,,,,,,,
,Trevor Ledonne,Robert Morris,D,Sr,29,0,1,1,0.0345,43,31,0,0,0,-2,46,0,0,,,,,,,
,Alex Tracy,Minnesota State,G,So,28,0,1,1,0.0357,0,0,0,0,0,0,0,0,0,,,,,,,
,Cam Knuble,Western Michigan,F,Sr,28,0,1,1,0.0357,4,16,0,0,0,0,7,17,18,48.6,,,,,,
,Evan Szary,Army,G,Jr,26,0,1,1,0.0385,0,0,0,0,0,0,0,0,0,,,,,,,
,Lawton Zacher,Brown,G,Fr,26,0,1,1,0.0385,0,0,0,0,0,0,0,0,0,,,,,,,
,Brayden Morrison,Miami,F,Sr,26,0,1,1,0.0385,6,14,0,0,0,-5,7,0,0,,,,,,,
,Duncan Ramsay,Vermont,D,Fr,26,0,1,1,0.0385,6,7,0,0,0,0,9,0,0,,,,,,,
,T.J. Semptimphelter,Arizona State,G,Jr,26,0,1,1,0.0385,2,0,0,0,0,0,0,0,0,,,,,,,
,Jake Martin,Quinnipiac,D,So,25,0,1,1,0.04,0,7,0,0,0,3,9,0,0,,,,,,,
,Austin Roden,Clarkson,G,Sr,25,0,1,1,0.04,0,0,0,0,0,0,0,0,0,,,,,,,
,Tanner Rowe,Michigan,F,Fr,25,1,0,1,0.04,24,19,0,0,0,-3,10,28,35,44.4,,,,,,
,Brandon Perrone,Long Island,G,Gr,25,0,1,1,0.04,2,0,0,0,0,0,0,0,0,,,,,,,
,Dominic Basse,St. Cloud State,G,Sr,25,0,1,1,0.04,2,0,0,0,0,0,0,0,0,,,,,,,
,Brendan Wang,Princeton,D,So,25,0,1,1,0.04,8,19,0,0,0,-13,22,0,0,,,,,,,
,Owen Forester,Yale,D,Fr,25,0,1,1,0.04,38,17,0,0,0,-4,17,0,0,,,,,,,
,Josh Waters,Dartmouth,F,Sr,24,0,1,1,0.0417,16,14,0,0,0,-4,4,0,1,0,,,,,,
,Tyler Nasca,Mercyhurst,D,So,24,0,1,1,0.0417,6,10,0,0,0,-4,22,1,0,100,,,,,,
,Jack Blake,Bowling Green,D,So,23,0,1,1,0.0435,4,13,0,0,0,-4,22,0,0,,,,,,,
,Tom Gangl,Robert Morris,D,Fr,22,0,1,1,0.0455,6,13,0,0,0,4,13,0,0,,,,,,,
,David Hejduk,Harvard,D,Fr,22,0,1,1,0.0455,8,11,0,0,0,-4,10,0,0,,,,,,,
,Dean Bauchiero,Brown,F,So,21,1,0,1,0.0476,6,7,0,0,0,-8,6,0,0,,,,,,,
,Tyrell Boucher,Northern Michigan,D,Jr,21,0,1,1,0.0476,4,13,0,0,0,-4,39,0,0,,,,,,,
,Nathan Sullivan,RPI,F,Fr,21,0,1,1,0.0476,10,11,0,0,0,-10,7,1,2,33.3,,,,,,
,Jeff Hutchinson,Augustana,D,Fr,21,0,1,1,0.0476,6,16,0,0,0,0,28,0,0,,,,,,,
,Nick O'Hanisain,Bowling Green,D,Fr,20,0,1,1,0.05,9,13,0,0,0,-1,10,0,0,,,,,,,
,Chase Clark,Sacred Heart,G,So,19,0,1,1,0.0526,0,0,0,0,0,0,0,0,0,,,,,,,
,Nate Benoit,North Dakota,D,Fr,19,0,1,1,0.0526,4,10,0,0,0,-1,9,0,0,,,,,,,
,Albin Boija,Maine,G,Fr,18,0,1,1,0.0556,0,0,0,0,0,0,0,0,0,,,,,,,
,Jordan Venegoni,Lake Superior,F,Jr,18,0,1,1,0.0556,8,18,0,0,0,-3,7,0,1,0,,,,,,
,Cameron Collins,Stonehill,F,So,18,0,1,1,0.0556,2,10,0,0,0,-13,12,68,104,39.5,,,,,,
,Jakob Peterson,Northern Michigan,D,So,18,0,1,1,0.0556,2,15,0,0,0,-3,17,0,0,,,,,,,
,Christian Jimenez,Harvard,D,Jr,18,0,1,1,0.0556,12,23,0,0,0,-9,19,0,0,,,,,,,
,Jase Sofo,St. Thomas,D,Fr,18,1,0,1,0.0556,14,12,1,0,0,-2,5,0,0,,,,,,,
,Noah Quinn,Bemidji State,F,Fr,18,1,0,1,0.0556,10,10,0,0,0,-3,7,1,0,100,,,,,,
,Brady Egan,Clarkson,F,So,18,0,1,1,0.0556,2,10,0,0,0,-2,5,11,5,68.8,,,,,,
,Matthew Thiessen,Minnesota-Duluth,G,Gr,18,0,1,1,0.0556,0,0,0,0,0,0,0,0,0,,,,,,,
,Derek Mullahy,Harvard,G,Sr,17,0,1,1,0.0588,0,0,0,0,0,0,0,0,0,,,,,,,
,Kevin Anderson,Princeton,F,So,17,1,0,1,0.0588,4,9,0,0,0,-5,4,41,27,60.3,,,,,,
,Tyler Dunbar,Colorado College,D,Fr,17,1,0,1,0.0588,8,19,0,0,0,1,9,0,0,,,,,,,
,Luke Pavicich,Mass.-Lowell,G,Jr,17,0,1,1,0.0588,0,0,0,0,0,0,0,0,0,,,,,,,
,Nicholas Kent,Mercyhurst,D,So,16,0,1,1,0.0625,4,2,0,0,0,-6,18,0,0,,,,,,,
,Finn Brown,RPI,F,So,16,0,1,1,0.0625,0,10,0,0,0,-1,7,0,0,,,,,,,
,Jake Sibell,St. Thomas,G,So,15,0,1,1,0.0667,0,0,0,0,0,0,0,0,0,,,,,,,
,Carter Rose,Clarkson,D,Fr,15,1,0,1,0.0667,4,7,0,0,0,0,6,0,0,,,,,,,
,Adam Cardona,Mass.-Lowell,D,Fr,15,1,0,1,0.0667,8,8,0,0,0,1,9,0,2,0,,,,,,
,Ethan Pearson,Princeton,G,Jr,15,0,1,1,0.0667,0,0,0,0,0,0,0,0,0,,,,,,,
,Zack Rose,Augustana,G,Gr,15,0,1,1,0.0667,0,0,0,0,0,0,0,0,0,,,,,,,
,Eric Huss,Army,F,Sr,15,0,1,1,0.0667,4,16,0,0,0,0,2,0,0,,,,,,,
,Alex Konovalov,Princeton,F,Jr,14,0,1,1,0.0714,2,10,0,0,0,-2,1,19,31,38,,,,,,
,Charlie Spence,Holy Cross,D,So,14,0,1,1,0.0714,4,3,0,0,0,-3,4,0,0,,,,,,,
,Jake Ratzlaff,St. Thomas,D,So,14,0,1,1,0.0714,2,12,0,0,0,-3,12,0,0,,,,,,,
,Owen Simpson,Connecticut,D,Fr,14,0,1,1,0.0714,4,13,0,0,0,2,4,0,0,,,,,,,
,Carter Belitski,Alaska-Anchorage,F,So,14,0,1,1,0.0714,2,9,0,0,0,-1,10,25,21,54.3,,,,,,
,Christian Stoever,Bowling Green,G,Jr,14,0,1,1,0.0714,2,0,0,0,0,0,0,0,0,,,,,,,
,Jaedon Leslie,Niagara,F,Fr,14,0,1,1,0.0714,8,21,0,0,0,-7,6,132,122,52,,,,,,
,Braden Doyle,Northeastern,D,Jr,13,1,0,1,0.0769,0,6,0,0,0,-3,5,0,0,,,,,,,
,Francis Boisvert,Robert Morris,G,Gr,13,0,1,1,0.0769,0,0,0,0,0,0,0,1,0,100,,,,,,
,Tanner Main,Bentley,D,Jr,13,0,1,1,0.0769,10,16,0,0,0,-3,11,0,0,,,,,,,
,Ben Brunette,Mass.-Lowell,D,Fr,13,1,0,1,0.0769,4,11,0,0,0,1,2,0,0,,,,,,,
,Matt Hubbarde,Providence,F,Jr,13,1,0,1,0.0769,2,7,0,0,0,3,6,36,43,45.6,,,,,,
,Cam Mitchell,Omaha,F,So,13,0,1,1,0.0769,4,13,0,0,0,0,8,8,16,33.3,,,,,,
,Daniel Sambuco,Vermont,F,Fr,13,1,0,1,0.0769,12,8,0,0,0,-2,5,0,0,,,,,,,
,Connor Welsh,Holy Cross,F,Fr,13,0,1,1,0.0769,4,9,0,0,0,1,3,0,1,0,,,,,,
,Freddie Halyk,Denver,G,Fr,13,0,1,1,0.0769,0,0,0,0,0,0,0,0,0,,,,,,,
,Ethan Harrison,Bentley,F,Sr,13,1,0,1,0.0769,2,10,0,0,1,2,2,36,38,48.6,,,,,,
,Ryan King,Stonehill,F,So,13,1,0,1,0.0769,10,6,1,0,0,-6,3,0,0,,,,,,,
,Tyler Young,Merrimack,F,So,12,0,1,1,0.0833,25,21,0,0,0,-4,10,0,1,0,,,,,,
,Will Hilfiker,Alaska,D,So,12,1,0,1,0.0833,15,8,0,0,0,6,1,0,0,,,,,,,
,Gabe Blanchard,Mass.-Lowell,D,Jr,12,0,1,1,0.0833,19,6,0,0,0,-1,8,0,0,,,,,,,
,AJ Casperson,Long Island,D,So,12,0,1,1,0.0833,2,7,0,0,0,1,3,0,0,,,,,,,
,Caden Lewandowski,Clarkson,D,Jr,12,0,1,1,0.0833,4,6,0,0,0,-2,4,0,0,,,,,,,
,Ian Devlin,Princeton,D,Fr,12,0,1,1,0.0833,8,6,0,0,0,0,10,0,0,,,,,,,
,Nikita Borodayenko,Merrimack,F,So,12,0,1,1,0.0833,4,8,0,0,0,-1,5,6,6,50,,,,,,
,Marian Mosko,Cornell,D,Fr,11,0,1,1,0.0909,0,2,0,0,0,3,3,0,0,,,,,,,
,Max Ruoho,Niagara,D,So,11,0,1,1,0.0909,2,11,0,0,0,-5,6,0,0,,,,,,,
,Max Osborne,Alaska-Anchorage,D,Sr,11,0,1,1,0.0909,4,4,0,0,0,1,9,0,0,,,,,,,
,Mario Gasparini,Vermont,D,Fr,11,1,0,1,0.0909,4,3,0,0,0,-4,7,0,0,,,,,,,
,Matthew Brille,Brown,F,Fr,11,0,1,1,0.0909,0,6,0,0,0,-1,6,0,0,,,,,,,
,Ben Anderson,Alaska-Anchorage,F,Fr,11,0,1,1,0.0909,14,7,0,0,0,0,3,0,0,,,,,,,
,Andrew Amousse,American Int'l,F,So,10,1,0,1,0.1,4,4,0,0,0,-1,1,0,0,,,,,,,
,Wyatt Schlaht,Brown,F,Jr,10,1,0,1,0.1,0,2,1,0,0,-2,3,4,1,80,,,,,,
,Rowan Miller,Alaska-Anchorage,F,So,10,0,1,1,0.1,4,10,0,0,0,-3,4,1,0,100,,,,,,
,Tucker Hartmann,Yale,D,So,10,0,1,1,0.1,6,4,0,0,0,-1,4,0,0,,,,,,,
,Shawn O'Donnell,Mass.-Lowell,F,Fr,10,0,1,1,0.1,6,5,0,0,0,-1,3,1,1,50,,,,,,
,Heath Armstrong,Long Island,F,Fr,9,0,1,1,0.1111,0,5,0,0,0,5,5,19,16,54.3,,,,,,
,Garrett Sundquist,Sacred Heart,D,Jr,9,1,0,1,0.1111,2,2,0,0,0,-3,11,0,0,,,,,,,
,Kyle Aucoin,Harvard,D,Jr,8,0,1,1,0.125,6,7,0,0,0,-4,12,0,0,,,,,,,
,Sean James,Mercyhurst,F,Fr,8,0,1,1,0.125,0,10,0,0,0,-1,1,0,0,,,,,,,
,Jason Siedem,New Hampshire,F,Fr,8,1,0,1,0.125,0,3,0,0,0,-2,0,1,0,100,,,,,,
,Shane Lavelle,Lindenwood,F,So,7,1,0,1,0.1429,2,7,0,0,0,0,3,0,0,,,,,,,
,Jake Lammens,St. Lawrence,D,Fr,7,0,1,1,0.1429,4,1,0,0,0,-5,3,0,0,,,,,,,
,Kyler Kovich,Cornell,F,Jr,7,0,1,1,0.1429,2,7,0,0,0,1,3,0,1,0,,,,,,
,Christian MacDougall,Canisius,F,So,7,1,0,1,0.1429,4,5,0,0,0,0,2,0,0,,,,,,,
,Akseli Pennanen,American Int'l,F,Fr,7,0,1,1,0.1429,0,2,0,0,0,-1,2,0,1,0,,,,,,
,Matthew Romer,Arizona State,F,Fr,7,0,1,1,0.1429,0,7,0,0,0,1,1,0,0,,,,,,,
,Timothy Heinke,Quinnipiac,F,So,6,0,1,1,0.1667,0,5,0,0,0,1,0,0,0,,,,,,,
,Jacob Napier,Western Michigan,D,Fr,6,0,1,1,0.1667,2,2,0,0,0,0,2,0,0,,,,,,,
,Danny Weight,Colorado College,F,Sr,6,1,0,1,0.1667,0,7,0,0,0,-2,0,0,0,,,,,,,
,Cole Helm,Arizona State,F,Fr,6,0,1,1,0.1667,17,3,0,0,0,1,0,0,0,,,,,,,
,Braidan Simmons-Fischer,St. Thomas,D,So,6,0,1,1,0.1667,6,3,0,0,0,-1,7,0,0,,,,,,,
,Jonathan Horn,Mass.-Lowell,F,Fr,5,0,1,1,0.2,0,0,0,0,0,-1,1,0,0,,,,,,,
,Brady Bjork,Notre Dame,F,Sr,5,0,1,1,0.2,2,2,0,0,0,1,0,0,0,,,,,,,
,Cameron Recchi,St. Thomas,F,Jr,5,1,0,1,0.2,2,3,0,0,0,-3,1,0,0,,,,,,,
,Anthony Mollica,St. Lawrence,D,So,5,0,1,1,0.2,0,3,0,0,0,-2,0,0,0,,,,,,,
,Derek Pys,Alaska,D,Fr,4,0,1,1,0.25,17,2,0,0,0,1,0,0,0,,,,,,,
,Charlie Lurie,Omaha,F,Fr,4,0,1,1,0.25,2,6,0,0,0,0,0,0,0,,,,,,,
,Ryder Donovan,St. Thomas,F,Gr,3,1,0,1,0.3333,4,4,1,0,0,2,2,4,15,21.1,,,,,,
,Cole Burtch,Western Michigan,F,Fr,3,0,1,1,0.3333,4,0,0,0,0,0,0,0,0,,,,,,,
,Bo Cosman,Massachusetts,F,Fr,3,0,1,1,0.3333,0,4,0,0,0,0,0,0,0,,,,,,,
,Filip Wiberg,Alaska,F,Fr,3,1,0,1,0.3333,4,3,0,0,0,0,0,0,0,,,,,,,
,John Larkin,Ohio State,D,So,3,1,0,1,0.3333,2,5,0,0,0,2,5,0,0,,,,,,,
,Roc Truman,Mass.-Lowell,F,So,2,1,0,1,0.5,0,1,0,0,0,-1,0,0,0,,,,,,,
,Thomas Richter,Union,F,Jr,2,1,0,1,0.5,0,2,0,0,0,1,1,0,0,,,,,,,
,Dominic James,Minnesota-Duluth,F,Jr,2,0,1,1,0.5,0,6,0,0,0,0,1,23,9,71.9,,,,,,
1486,Mathieu Caron,Boston University,G,Jr,40,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Cameron Rowe,Western Michigan,G,Sr,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Guy Blessing,Air Force,G,Jr,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kyle McClellan,Wisconsin,G,Sr,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ben Kraws,St. Lawrence,G,Sr,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kaidan Mbereko,Colorado College,G,So,37,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kyle Chauvette,Union,G,So,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ryan Bischel,Notre Dame,G,Gr,36,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Tommy Scarfone,RIT,G,Jr,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Cameron Whitehead,Northeastern,G,Fr,35,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Philip Svedebäck,Providence,G,So,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Simon Latkoczy,Omaha,G,So,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Hunter Hastings,Stonehill,D,Fr,34,0,0,0,0,18,27,0,0,0,-20,14,100,176,36.2,,,,,,
,Ian Shane,Cornell,G,Jr,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nils Wallstrom,American Int'l,G,Fr,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ethan Langenegger,Lake Superior,G,Sr,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Andrew Gilbert,Army,D,Jr,33,0,0,0,0,10,19,0,0,0,-12,47,0,0,,,,,,,
,Owen Say,Mercyhurst,G,So,31,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Vinny Duplessis,Quinnipiac,G,Sr,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Michael Hrabal,Massachusetts,G,Fr,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Pierce Charleson,Alaska,G,Sr,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Tommy Lyons,Harvard,F,Jr,29,0,0,0,0,2,20,0,0,0,-11,11,112,152,42.4,,,,,,
,Beni Halasz,Northern Michigan,G,So,28,0,0,0,0,15,0,0,0,0,0,0,0,0,,,,,,,
,Liam Souliere,Penn State,G,Sr,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jakob Hellsten,New Hampshire,G,Jr,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Mackenzie Merriman,Princeton,F,Sr,27,0,0,0,0,2,18,0,0,0,-15,5,26,23,53.1,,,,,,
,Trent Burnham,Lindenwood,G,Jr,27,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Logan Terness,Ohio State,G,Sr,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Dylan Meilun,Stonehill,G,So,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Gavin Puskar,Brown,F,Sr,26,0,0,0,0,6,22,0,0,0,-4,11,1,0,100,,,,,,
,Cole Moore,Bowling Green,G,Fr,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jared Whale,Alaska-Anchorage,G,So,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Matt Cassidy,Ohio State,F,Gr,24,0,0,0,0,24,30,0,0,0,-5,6,0,1,0,,,,,,
,Mattias Sholl,Bemidji State,G,Jr,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jack Pascucci,Connecticut,D,So,24,0,0,0,0,6,15,0,0,0,-8,17,0,0,,,,,,,
,Jack Watson,RPI,G,Jr,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Logan Neaton,Miami,G,Gr,23,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Henry Welsch,Mass.-Lowell,G,Sr,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Hugo Ollas,Merrimack,G,Jr,22,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Jason Grande,Holy Cross,G,Sr,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Carter Schade,Penn State,D,So,21,0,0,0,0,15,34,0,0,0,-9,15,0,0,,,,,,,
,Connor Hasley,Bentley,G,So,21,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Victor Ostman,Maine,G,Sr,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Logan Stein,Ferris State,G,Sr,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jack Stark,Yale,G,Fr,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ethan Haider,Connecticut,G,Gr,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Zach Stejskal,Minnesota-Duluth,G,Sr,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Max Rud,Minnesota,D,Fr,20,0,0,0,0,0,3,0,0,0,-1,8,0,0,,,,,,,
,Arthur Smith,Princeton,G,Fr,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nico DeVita,Ferris State,D,Sr,19,0,0,0,0,2,12,0,0,0,-16,23,0,0,,,,,,,
,Ethan Robertson,Canisius,G,Fr,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Thomas Gale,Holy Cross,G,Jr,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Gavin Abric,Army,G,Sr,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Bodie Nobes,Maine,D,Fr,19,0,0,0,0,17,18,0,0,0,-1,8,0,0,,,,,,,
,Jon Bell,Army,D,Fr,18,0,0,0,0,15,15,0,0,0,-4,15,0,0,,,,,,,
,Noah Giesbrecht,Ferris State,G,Jr,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Cam Mannion,Stonehill,D,So,18,0,0,0,0,8,9,0,0,0,-19,34,0,0,,,,,,,
,Lynden Grandberg,Brown,F,Jr,18,0,0,0,0,0,9,0,0,0,-4,3,26,40,39.4,,,,,,
,Justin Robbins,Sacred Heart,G,Gr,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Aku Koskenvuo,Harvard,G,So,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Zachary Borgiel,Merrimack,G,Sr,16,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Arsenii Sergeev,Connecticut,G,So,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Brady Cleveland,Wisconsin,D,Fr,16,0,0,0,0,19,4,0,0,0,-3,12,0,0,,,,,,,
,Brian Silver,Augustana,F,Sr,16,0,0,0,0,8,5,0,0,0,-7,5,0,0,,,,,,,
,Hunter Andrew,Canisius,F,So,16,0,0,0,0,4,8,0,0,0,-8,6,5,4,55.6,,,,,,
,Patrick Dawson,Northeastern,D,Gr,16,0,0,0,0,2,7,0,0,0,-4,4,0,0,,,,,,,
,Michael Outzen,Northeastern,F,Sr,16,0,0,0,0,2,5,0,0,0,0,6,43,31,58.1,,,,,,
,Bruno Bruveris,Miami,G,Fr,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nicholas Grabko,Bentley,G,Sr,15,0,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,
,Gavin Enright,Bemidji State,G,Sr,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Brendan Budy,RPI,F,Gr,15,0,0,0,0,8,8,0,0,0,-5,3,1,3,25,,,,,,
,Gavin FitzPatrick,Stonehill,G,So,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Axel Begley,Minnesota,D,Fr,14,0,0,0,0,0,4,0,0,0,-2,7,0,0,,,,,,,
,Isak Posch,St. Cloud State,G,Fr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kristoffer Eberly,Ohio State,G,Fr,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Luke Erickson,St. Lawrence,D,Sr,14,0,0,0,0,10,6,0,0,0,-4,6,0,0,,,,,,,
,Jake Felker,Army,F,Sr,14,0,0,0,0,19,11,0,0,0,-7,7,55,60,47.8,,,,,,
,Gibson Homer,Arizona State,G,So,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Josh Kotai,Augustana,G,Fr,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Owen Neuharth,Colgate,F,So,12,0,0,0,0,4,8,0,0,0,0,0,0,0,,,,,,,
,Thomas Haynes,Robert Morris,D,Fr,12,0,0,0,0,4,6,0,0,0,-5,21,0,0,,,,,,,
,Darwin Lakoduk,American Int'l,F,Sr,12,0,0,0,0,4,4,0,0,0,-2,4,22,22,50,,,,,,
,Keenan Rancier,Minnesota State,G,Jr,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Spencer Schneider,Bowling Green,F,Jr,12,0,0,0,0,0,11,0,0,0,-3,4,0,0,,,,,,,
,Luke Khozozian,Harvard,F,Jr,12,0,0,0,0,19,5,0,0,0,-1,3,0,0,,,,,,,
,Jake Veilleux,Connecticut,F,Jr,11,0,0,0,0,0,1,0,0,0,0,3,0,0,,,,,,,
,Matej Marinov,Quinnipiac,G,Fr,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Noah Grannan,Penn State,G,So,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Nathan Reid,Yale,G,Sr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Trevor Bishop,Western Michigan,F,Sr,10,0,0,0,0,0,6,0,0,0,-3,1,0,3,0,,,,,,
,Tyler Shea,Brown,G,Jr,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Ean Somoza,Western Michigan,F,Fr,10,0,0,0,0,12,11,0,0,0,-1,2,32,46,41,,,,,,
,Sean Donaldson,Cornell,F,So,10,0,0,0,0,0,12,0,0,0,-1,1,0,0,,,,,,,
,Charlie Glockner,Northern Michigan,G,Jr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Alexandros Aslanidis,American Int'l,G,Sr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kade Peterson,Long Island,F,Fr,9,0,0,0,0,4,7,0,0,0,-2,2,0,0,,,,,,,
,Carson Cherepak,RPI,G,So,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Charles Merkley,Robert Morris,F,Fr,9,0,0,0,0,0,2,0,0,0,-3,2,28,17,62.2,,,,,,
,Ryan Helliwell,Notre Dame,D,Jr,9,0,0,0,0,17,2,0,0,0,0,5,0,0,,,,,,,
,Kayden Hargraves,Augustana,G,Fr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Jack O'Brien,Cornell,D,So,9,0,0,0,0,0,5,0,0,0,4,2,0,0,,,,,,,
,Cole Brady,Massachusetts,G,Sr,9,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,
,Spence Evans,Brown,D,Jr,9,0,0,0,0,0,3,0,0,0,0,5,0,0,,,,,,,
,Daniel Baldassarra,Long Island,F,So,9,0,0,0,0,4,2,0,0,0,-2,1,0,0,,,,,,,
,Rico DiMatteo,Long Island,G,Sr,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Tyler Muszelik,New Hampshire,G,So,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Kade Nielsen,Minnesota State,F,Fr,8,0,0,0,0,0,10,0,0,0,-4,2,11,17,39.3,,,,,,
,Jack Dalton,Maine,D,Fr,8,0,0,0,0,0,2,0,0,0,-2,1,0,0,,,,,,,
,Noah Rupprecht,Long Island,G,Fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Tristan Amonte,Boston University,F,Jr,8,0,0,0,0,0,4,0,0,0,0,2,3,3,50,,,,,,
,Tyler Gaulin,Mercyhurst,F,So,8,0,0,0,0,8,6,0,0,0,-4,1,0,1,0,,,,,,
,Ryan Ouellette,Niagara,G,Jr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
,Greg Orosz,Alaska-Anchorage,G,Fr,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
