Name,Team,Pos.,Yr,GP,G,A,PTS,Pt/Gm,PIM,Shots,GWG,PPG,SHG,+/-,Blk,FW,FL,FO%,Season,Pos_Group,PtGm_pct,G_pct,A_pct,Shots_pct,PPG_pct,SHG_pct,+/-_pct,Blk_pct,FO_pct,Elite
Ian Scherzer,RPI,F,Fr,25.0,3.0,4.0,7.0,0.28,8.0,41.0,0.0,1.0,0.0,-7.0,11.0,3.0,5.0,37.5,2025-26,F,34.57230142566192,40.52953156822811,37.270875763747455,51.62932790224033,63.951120162932796,43.83910386965377,17.209775967413442,54.378818737270876,26.799557032115175,False
Girts Silkalns,Northern Michigan,F,Jr,25.0,2.0,5.0,7.0,0.28,12.0,34.0,1.0,0.0,0.0,-6.0,24.0,149.0,181.0,45.2,2025-26,F,34.57230142566192,30.60081466395112,43.94093686354379,41.853360488798366,27.596741344195518,43.83910386965377,20.977596741344197,95.01018329938901,43.30011074197121,False
Jacob Conrad,Minnesota State,D,So,24.0,4.0,3.0,7.0,0.29,6.0,39.0,1.0,2.0,0.0,3.0,15.0,1.0,0.0,100.0,2025-26,D,63.59570661896243,86.6726296958855,37.924865831842574,69.14132379248659,94.00715563506262,48.211091234347045,69.40966010733453,31.305903398926656,84.89583333333334,False
Vann Yuhas,Bemidji State,F,So,24.0,1.0,6.0,7.0,0.29,5.0,22.0,0.0,0.0,0.0,-9.0,5.0,0.0,1.0,0.0,2025-26,F,36.15071283095723,19.95926680244399,50.35641547861507,27.08757637474542,27.596741344195518,43.83910386965377,11.09979633401222,22.861507128309572,4.4296788482834994,False
Lukas McCloskey,Army,D,Fr,24.0,2.0,5.0,7.0,0.29,20.0,26.0,1.0,1.0,0.0,-2.0,15.0,0.0,0.0,,2025-26,D,63.59570661896243,66.54740608228981,54.830053667262966,46.422182468694096,85.77817531305904,48.211091234347045,36.135957066189626,31.305903398926656,,False
Luca Fasciano,Michigan Tech,D,So,24.0,4.0,3.0,7.0,0.29,16.0,46.0,1.0,1.0,0.0,3.0,30.0,0.0,0.0,,2025-26,D,63.59570661896243,86.6726296958855,37.924865831842574,78.89087656529516,85.77817531305904,48.211091234347045,69.40966010733453,63.77459749552773,,False
Dean Spak,Alaska,F,So,21.0,1.0,6.0,7.0,0.33,20.0,24.0,0.0,0.0,0.0,4.0,5.0,67.0,81.0,45.3,2025-26,F,42.4643584521385,19.95926680244399,50.35641547861507,29.786150712830956,27.596741344195518,43.83910386965377,77.13849287169042,22.861507128309572,43.63233665559247,False
Troy Pelton,Union,F,Fr,21.0,2.0,5.0,7.0,0.33,4.0,26.0,1.0,0.0,0.0,0.0,13.0,42.0,33.0,56.0,2025-26,F,42.4643584521385,30.60081466395112,43.94093686354379,32.33197556008147,27.596741344195518,43.83910386965377,55.75356415478615,65.93686354378818,82.94573643410853,False
Grayden Slipec,Northern Michigan,F,So,21.0,1.0,6.0,7.0,0.33,10.0,28.0,0.0,1.0,0.0,-13.0,20.0,20.0,18.0,52.6,2025-26,F,42.4643584521385,19.95926680244399,50.35641547861507,35.13238289205703,63.951120162932796,43.83910386965377,4.633401221995927,88.0346232179226,72.70210409745293,False
Gustav Stjernberg,Bowling Green,D,Jr,21.0,4.0,3.0,7.0,0.33,94.0,43.0,0.0,1.0,0.0,5.0,28.0,0.0,0.0,,2025-26,D,69.85688729874776,86.6726296958855,37.924865831842574,75.76028622540251,85.77817531305904,48.211091234347045,77.37030411449017,58.40787119856887,,False
Nick Roukounakis,Boston University,F,So,20.0,5.0,2.0,7.0,0.35,8.0,39.0,0.0,0.0,0.0,4.0,9.0,7.0,4.0,63.6,2025-26,F,45.366598778004075,58.85947046843177,24.185336048879837,48.217922606924645,27.596741344195518,43.83910386965377,77.13849287169042,42.973523421588595,90.80841638981174,False
Jack Malinski,Vermont,D,Jr,19.0,1.0,6.0,7.0,0.37,6.0,30.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,,2025-26,D,72.62969588550983,48.837209302325576,62.701252236135964,53.84615384615385,40.33989266547406,48.211091234347045,59.48121645796064,34.436493738819316,,False
Cole Crusberg-Roseen,Western Michigan,D,Jr,18.0,0.0,7.0,7.0,0.39,8.0,34.0,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,,2025-26,D,75.22361359570662,19.141323792486585,68.78354203935599,60.01788908765653,40.33989266547406,48.211091234347045,43.559928443649376,36.85152057245081,,False
Brett Merner,Colgate,D,So,18.0,2.0,5.0,7.0,0.39,2.0,22.0,0.0,0.0,0.0,-9.0,23.0,0.0,0.0,,2025-26,D,75.22361359570662,66.54740608228981,54.830053667262966,39.803220035778175,40.33989266547406,48.211091234347045,10.73345259391771,47.227191413237925,,False
Brendan McMorrow,Denver,F,Fr,17.0,2.0,5.0,7.0,0.41,4.0,22.0,1.0,0.0,1.0,6.0,7.0,2.0,2.0,50.0,2025-26,F,52.74949083503056,30.60081466395112,43.94093686354379,27.08757637474542,27.596741344195518,92.31160896130346,83.9613034623218,31.975560081466398,61.57253599114064,False
Sam Huck,Western Michigan,F,Fr,17.0,3.0,4.0,7.0,0.41,2.0,16.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,,2025-26,F,52.74949083503056,40.52953156822811,37.270875763747455,19.093686354378818,27.596741344195518,43.83910386965377,80.70264765784114,18.177189409368637,,False
Conor Cole,Alaska-Anchorage,F,Sr,16.0,3.0,4.0,7.0,0.44,10.0,24.0,0.0,2.0,0.0,-11.0,7.0,143.0,124.0,53.6,2025-26,F,56.924643584521384,40.52953156822811,37.270875763747455,29.786150712830956,76.9857433808554,43.83910386965377,6.822810590631365,31.975560081466398,76.24584717607974,False
Dimitry Kebreau,Alaska-Anchorage,F,So,15.0,2.0,5.0,7.0,0.47,2.0,20.0,1.0,0.0,0.0,-7.0,7.0,4.0,3.0,57.1,2025-26,F,60.23421588594705,30.60081466395112,43.94093686354379,24.134419551934826,27.596741344195518,43.83910386965377,17.209775967413442,31.975560081466398,85.04983388704319,False
Jack Pascucci,Canisius,D,Sr,32.0,0.0,6.0,6.0,0.19,24.0,37.0,0.0,0.0,0.0,-9.0,61.0,0.0,1.0,0.0,2025-26,D,42.30769230769231,19.141323792486585,62.701252236135964,65.74239713774598,40.33989266547406,48.211091234347045,10.73345259391771,98.03220035778175,22.916666666666664,False
Jack Horbach,Wisconsin,F,Sr,32.0,2.0,4.0,6.0,0.19,32.0,44.0,1.0,0.0,1.0,5.0,18.0,9.0,9.0,50.0,2025-26,F,23.574338085539715,30.60081466395112,37.270875763747455,55.397148676171085,27.596741344195518,92.31160896130346,80.70264765784114,83.70672097759673,61.57253599114064,False
Jake Schneider,Colgate,F,Jr,32.0,4.0,2.0,6.0,0.19,35.0,46.0,1.0,0.0,0.0,-9.0,19.0,2.0,8.0,20.0,2025-26,F,23.574338085539715,49.94908350305499,24.185336048879837,58.55397148676171,27.596741344195518,43.83910386965377,11.09979633401222,86.15071283095723,11.572535991140642,False
Ryan Rosborough,St. Cloud State,F,Gr,32.0,2.0,4.0,6.0,0.19,2.0,28.0,0.0,0.0,0.0,3.0,12.0,73.0,108.0,40.3,2025-26,F,23.574338085539715,30.60081466395112,37.270875763747455,35.13238289205703,27.596741344195518,43.83910386965377,72.9633401221996,60.437881873727086,32.61351052048727,False
Colton Cameron,Bentley,D,Jr,32.0,3.0,3.0,6.0,0.19,6.0,21.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,,2025-26,D,42.30769230769231,78.26475849731663,37.924865831842574,37.745974955277276,40.33989266547406,48.211091234347045,80.76923076923077,89.26654740608228,,False
Trevor Taulien,Ferris State,D,Jr,32.0,1.0,5.0,6.0,0.19,60.0,28.0,0.0,1.0,0.0,-10.0,39.0,0.0,0.0,,2025-26,D,42.30769230769231,48.837209302325576,54.830053667262966,50.089445438282645,85.77817531305904,48.211091234347045,8.94454382826476,80.85867620751341,,False
Aiden Dubinsky,Wisconsin,D,Sr,32.0,2.0,4.0,6.0,0.19,12.0,43.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,,2025-26,D,42.30769230769231,66.54740608228981,45.796064400715565,75.76028622540251,40.33989266547406,48.211091234347045,73.43470483005366,31.305903398926656,,False
John Babcock,Robert Morris,D,Fr,32.0,1.0,5.0,6.0,0.19,18.0,59.0,0.0,0.0,0.0,-3.0,96.0,0.0,0.0,,2025-26,D,42.30769230769231,48.837209302325576,54.830053667262966,89.71377459749553,40.33989266547406,48.211091234347045,29.874776386404296,100.0,,False
Carter Slaggert,Notre Dame,F,Jr,32.0,2.0,4.0,6.0,0.19,24.0,51.0,0.0,0.0,0.0,-14.0,24.0,3.0,13.0,18.8,2025-26,F,23.574338085539715,30.60081466395112,37.270875763747455,65.27494908350306,27.596741344195518,43.83910386965377,3.818737270875764,95.01018329938901,10.575858250276855,False
Mitch Wolfe,Bemidji State,D,Sr,32.0,2.0,4.0,6.0,0.19,14.0,51.0,0.0,0.0,0.0,-7.0,59.0,0.0,1.0,0.0,2025-26,D,42.30769230769231,66.54740608228981,45.796064400715565,83.6314847942755,40.33989266547406,48.211091234347045,15.11627906976744,97.22719141323792,22.916666666666664,False
Maxon Vig,Bemidji State,D,Fr,32.0,5.0,1.0,6.0,0.19,22.0,49.0,0.0,0.0,0.0,10.0,33.0,0.0,0.0,,2025-26,D,42.30769230769231,92.66547406082289,20.75134168157424,81.84257602862253,40.33989266547406,48.211091234347045,89.26654740608228,69.58855098389982,,False
Ryan Koering,Colorado College,D,So,32.0,1.0,5.0,6.0,0.19,12.0,57.0,1.0,0.0,0.0,5.0,43.0,0.0,0.0,,2025-26,D,42.30769230769231,48.837209302325576,54.830053667262966,88.46153846153845,40.33989266547406,48.211091234347045,77.37030411449017,87.47763864042933,,False
Marcus Broberg,Omaha,D,So,32.0,1.0,5.0,6.0,0.19,6.0,28.0,0.0,0.0,0.0,-8.0,27.0,0.0,0.0,,2025-26,D,42.30769230769231,48.837209302325576,54.830053667262966,50.089445438282645,40.33989266547406,48.211091234347045,12.880143112701253,55.72450805008945,,False
Luc Laylin,St. Thomas,F,Sr,32.0,4.0,2.0,6.0,0.19,8.0,30.0,0.0,0.0,0.0,1.0,18.0,153.0,138.0,52.6,2025-26,F,23.574338085539715,49.94908350305499,24.185336048879837,37.57637474541752,27.596741344195518,43.83910386965377,63.23828920570265,83.70672097759673,72.70210409745293,False
Warren Clark,Northern Michigan,D,Jr,31.0,2.0,4.0,6.0,0.19,6.0,40.0,1.0,0.0,0.0,-13.0,20.0,0.0,0.0,,2025-26,D,42.30769230769231,66.54740608228981,45.796064400715565,70.84078711985688,40.33989266547406,48.211091234347045,5.366726296958855,40.69767441860465,,False
Luke Malboeuf,Colgate,D,Fr,31.0,0.0,6.0,6.0,0.19,6.0,20.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,,2025-26,D,42.30769230769231,19.141323792486585,62.701252236135964,36.314847942754916,40.33989266547406,48.211091234347045,59.48121645796064,58.40787119856887,,False
Cam Kungle,Merrimack,D,So,31.0,1.0,5.0,6.0,0.19,30.0,22.0,0.0,0.0,0.0,7.0,44.0,0.0,0.0,,2025-26,D,42.30769230769231,48.837209302325576,54.830053667262966,39.803220035778175,40.33989266547406,48.211091234347045,82.91592128801432,88.46153846153845,,False
Ethan Lund,Niagara,D,Sr,31.0,2.0,4.0,6.0,0.19,14.0,30.0,1.0,0.0,0.0,-9.0,22.0,0.0,1.0,0.0,2025-26,D,42.30769230769231,66.54740608228981,45.796064400715565,53.84615384615385,40.33989266547406,48.211091234347045,10.73345259391771,45.08050089445438,22.916666666666664,False
Aiden Celebrini,Boston University,D,Jr,30.0,0.0,6.0,6.0,0.2,12.0,39.0,0.0,0.0,0.0,-1.0,55.0,0.0,0.0,,2025-26,D,45.43828264758497,19.141323792486585,62.701252236135964,69.14132379248659,40.33989266547406,48.211091234347045,43.559928443649376,95.08050089445437,,False
Luke Roelofs,Bemidji State,D,So,30.0,2.0,4.0,6.0,0.2,12.0,12.0,0.0,0.0,0.0,4.0,36.0,0.0,0.0,,2025-26,D,45.43828264758497,66.54740608228981,45.796064400715565,26.565295169946335,40.33989266547406,48.211091234347045,73.43470483005366,75.40250447227191,,False
Jack Phelan,Wisconsin,D,So,30.0,0.0,6.0,6.0,0.2,14.0,20.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,,2025-26,D,45.43828264758497,19.141323792486585,62.701252236135964,36.314847942754916,40.33989266547406,48.211091234347045,64.93738819320215,82.46869409660107,,False
Anthony Allain Samake,Connecticut,D,Fr,30.0,0.0,6.0,6.0,0.2,6.0,31.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,100.0,2025-26,D,45.43828264758497,19.141323792486585,62.701252236135964,55.54561717352415,40.33989266547406,48.211091234347045,51.699463327370296,39.087656529517,84.89583333333334,False
Dominick Campione,Stonehill,D,Jr,30.0,1.0,5.0,6.0,0.2,8.0,40.0,0.0,0.0,0.0,-1.0,17.0,0.0,0.0,,2025-26,D,45.43828264758497,48.837209302325576,54.830053667262966,70.84078711985688,40.33989266547406,48.211091234347045,43.559928443649376,34.436493738819316,,False
Matthew Rafalski,Stonehill,D,Fr,30.0,1.0,5.0,6.0,0.2,25.0,35.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,,2025-26,D,45.43828264758497,48.837209302325576,54.830053667262966,61.98568872987478,40.33989266547406,48.211091234347045,51.699463327370296,49.642218246869405,,False
Brady Berard,Boston College,F,Sr,30.0,5.0,1.0,6.0,0.2,10.0,46.0,0.0,0.0,0.0,1.0,13.0,86.0,144.0,37.4,2025-26,F,24.643584521384927,58.85947046843177,15.987780040733199,58.55397148676171,27.596741344195518,43.83910386965377,63.23828920570265,65.93686354378818,25.91362126245847,False
Wilson Dahlheimer,Lake Superior,F,So,29.0,4.0,2.0,6.0,0.21,14.0,17.0,1.0,1.0,0.0,-4.0,17.0,89.0,119.0,42.8,2025-26,F,25.865580448065174,49.94908350305499,24.185336048879837,20.061099796334013,63.951120162932796,43.83910386965377,29.582484725050918,80.90631364562118,36.544850498338874,False
Kristaps Skrastins,New Hampshire,F,Sr,29.0,2.0,4.0,6.0,0.21,10.0,49.0,1.0,0.0,0.0,-5.0,19.0,50.0,57.0,46.7,2025-26,F,25.865580448065174,30.60081466395112,37.270875763747455,63.23828920570265,27.596741344195518,43.83910386965377,25.15274949083503,86.15071283095723,47.23145071982282,False
Tyler DesRochers,Mercyhurst,D,Jr,29.0,2.0,4.0,6.0,0.21,18.0,35.0,0.0,0.0,0.0,-15.0,31.0,0.0,0.0,,2025-26,D,47.04830053667263,66.54740608228981,45.796064400715565,61.98568872987478,40.33989266547406,48.211091234347045,3.1305903398926653,66.01073345259391,,False
Sam Court,Arizona State,D,So,29.0,1.0,5.0,6.0,0.21,10.0,32.0,0.0,0.0,0.0,-8.0,45.0,0.0,0.0,,2025-26,D,47.04830053667263,48.837209302325576,54.830053667262966,56.61896243291592,40.33989266547406,48.211091234347045,12.880143112701253,89.26654740608228,,False
Landan Resendes,Boston College,F,Fr,28.0,3.0,3.0,6.0,0.21,22.0,53.0,1.0,0.0,0.0,0.0,7.0,11.0,15.0,42.3,2025-26,F,25.865580448065174,40.52953156822811,30.75356415478615,68.07535641547861,27.596741344195518,43.83910386965377,55.75356415478615,31.975560081466398,35.880398671096344,False
Oskar Komarov,Maine,F,So,28.0,4.0,2.0,6.0,0.21,15.0,36.0,1.0,0.0,1.0,-1.0,17.0,159.0,157.0,50.3,2025-26,F,25.865580448065174,49.94908350305499,24.185336048879837,43.83910386965377,27.596741344195518,92.31160896130346,47.657841140529534,80.90631364562118,66.00221483942414,False
Easton Zueger,Army,D,Jr,28.0,1.0,5.0,6.0,0.21,39.0,31.0,0.0,0.0,0.0,6.0,29.0,0.0,0.0,,2025-26,D,47.04830053667263,48.837209302325576,54.830053667262966,55.54561717352415,40.33989266547406,48.211091234347045,80.76923076923077,60.91234347048301,,False
Ethan Mistry,Brown,D,Jr,28.0,0.0,6.0,6.0,0.21,12.0,35.0,0.0,0.0,0.0,2.0,27.0,0.0,0.0,,2025-26,D,47.04830053667263,19.141323792486585,62.701252236135964,61.98568872987478,40.33989266547406,48.211091234347045,64.93738819320215,55.72450805008945,,False
Leo Gruba,Minnesota,D,So,28.0,2.0,4.0,6.0,0.21,14.0,32.0,0.0,1.0,0.0,-4.0,39.0,1.0,0.0,100.0,2025-26,D,47.04830053667263,66.54740608228981,45.796064400715565,56.61896243291592,85.77817531305904,48.211091234347045,24.955277280858677,80.85867620751341,84.89583333333334,False
Cole Galata,Sacred Heart,F,Jr,28.0,3.0,3.0,6.0,0.21,10.0,19.0,1.0,0.0,0.0,2.0,8.0,23.0,32.0,41.8,2025-26,F,25.865580448065174,40.52953156822811,30.75356415478615,22.55600814663951,27.596741344195518,43.83910386965377,68.73727087576374,37.372708757637476,34.82834994462902,False
Sam McGinley,Ohio State,D,Jr,27.0,1.0,5.0,6.0,0.22,14.0,24.0,0.0,0.0,0.0,-4.0,21.0,0.0,1.0,0.0,2025-26,D,49.01610017889087,48.837209302325576,54.830053667262966,42.84436493738819,40.33989266547406,48.211091234347045,24.955277280858677,42.6654740608229,22.916666666666664,False
Davis Borozinskis,Alaska,F,Fr,27.0,2.0,4.0,6.0,0.22,10.0,33.0,0.0,1.0,0.0,-1.0,5.0,4.0,9.0,30.8,2025-26,F,26.83299389002037,30.60081466395112,37.270875763747455,40.835030549898164,63.951120162932796,43.83910386965377,47.657841140529534,22.861507128309572,18.49390919158361,False
Adam Cardona,Alaska,D,Jr,27.0,0.0,6.0,6.0,0.22,26.0,13.0,0.0,0.0,0.0,-2.0,37.0,0.0,0.0,,2025-26,D,49.01610017889087,19.141323792486585,62.701252236135964,28.264758497316638,40.33989266547406,48.211091234347045,36.135957066189626,77.37030411449017,,False
Michael Fisher,Cornell,D,So,26.0,0.0,6.0,6.0,0.23,10.0,26.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,,2025-26,D,51.43112701252236,19.141323792486585,62.701252236135964,46.422182468694096,40.33989266547406,48.211091234347045,87.11985688729875,29.248658318425758,,False
Luke Levandowski,Lake Superior,F,Jr,26.0,2.0,4.0,6.0,0.23,2.0,33.0,0.0,0.0,0.0,-16.0,10.0,4.0,3.0,57.1,2025-26,F,27.64765784114053,30.60081466395112,37.270875763747455,40.835030549898164,27.596741344195518,43.83910386965377,2.69857433808554,48.42158859470469,85.04983388704319,False
Loic Usereau,Maine,D,Fr,26.0,2.0,4.0,6.0,0.23,6.0,33.0,0.0,0.0,0.0,-1.0,34.0,0.0,0.0,,2025-26,D,51.43112701252236,66.54740608228981,45.796064400715565,58.22898032200358,40.33989266547406,48.211091234347045,43.559928443649376,71.824686940966,,False
Bradley Walker,Miami,F,Fr,26.0,3.0,3.0,6.0,0.23,35.0,30.0,1.0,0.0,0.0,-1.0,23.0,22.0,29.0,43.1,2025-26,F,27.64765784114053,40.52953156822811,30.75356415478615,37.57637474541752,27.596741344195518,43.83910386965377,47.657841140529534,94.09368635437882,37.652270210409746,False
Matt Fusco,Dartmouth,D,Jr,25.0,4.0,2.0,6.0,0.24,0.0,38.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,,2025-26,D,53.04114490161002,86.6726296958855,29.785330948121647,67.44186046511628,40.33989266547406,48.211091234347045,51.699463327370296,39.087656529517,,False
Bryan Huggins,Lake Superior,D,Sr,25.0,1.0,5.0,6.0,0.24,6.0,10.0,0.0,0.0,0.0,8.0,18.0,0.0,2.0,0.0,2025-26,D,53.04114490161002,48.837209302325576,54.830053667262966,22.450805008944545,40.33989266547406,48.211091234347045,84.97316636851521,36.85152057245081,22.916666666666664,False
Dylan Contreras,Alaska-Anchorage,F,So,24.0,3.0,3.0,6.0,0.25,0.0,26.0,0.0,1.0,1.0,-5.0,12.0,30.0,28.0,51.7,2025-26,F,30.24439918533605,40.52953156822811,30.75356415478615,32.33197556008147,63.951120162932796,92.31160896130346,25.15274949083503,60.437881873727086,69.54595791805093,False
Tyson Galloway,Lake Superior,D,So,23.0,1.0,5.0,6.0,0.26,4.0,17.0,0.0,0.0,0.0,-2.0,20.0,1.0,1.0,50.0,2025-26,D,57.78175313059034,48.837209302325576,54.830053667262966,32.73703041144901,40.33989266547406,48.211091234347045,36.135957066189626,40.69767441860465,61.458333333333336,False
Boris Skalos,RIT,F,Jr,22.0,2.0,4.0,6.0,0.27,4.0,30.0,0.0,0.0,0.0,-1.0,10.0,13.0,6.0,68.4,2025-26,F,33.19755600814664,30.60081466395112,37.270875763747455,37.57637474541752,27.596741344195518,43.83910386965377,47.657841140529534,48.42158859470469,93.90919158361018,False
Kyle Kukkonen,Wisconsin,F,Jr,22.0,2.0,4.0,6.0,0.27,8.0,34.0,0.0,1.0,0.0,-8.0,9.0,0.0,2.0,0.0,2025-26,F,33.19755600814664,30.60081466395112,37.270875763747455,41.853360488798366,63.951120162932796,43.83910386965377,14.10386965376782,42.973523421588595,4.4296788482834994,False
Jacob Delaney,Lindenwood,D,Fr,22.0,2.0,4.0,6.0,0.27,12.0,42.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,,2025-26,D,59.74955277280859,66.54740608228981,45.796064400715565,74.23971377459749,40.33989266547406,48.211091234347045,51.699463327370296,75.40250447227191,,False
Joshua Barnes,Sacred Heart,F,Sr,21.0,3.0,3.0,6.0,0.29,2.0,28.0,1.0,1.0,0.0,-3.0,2.0,82.0,83.0,49.7,2025-26,F,36.15071283095723,40.52953156822811,30.75356415478615,35.13238289205703,63.951120162932796,43.83910386965377,34.623217922606926,9.826883910386966,57.36434108527132,False
Noah Quinn,Bemidji State,F,Jr,21.0,1.0,5.0,6.0,0.29,6.0,30.0,0.0,0.0,0.0,-4.0,15.0,3.0,5.0,37.5,2025-26,F,36.15071283095723,19.95926680244399,43.94093686354379,37.57637474541752,27.596741344195518,43.83910386965377,29.582484725050918,74.64358452138494,26.799557032115175,False
Tory Lund,Bemidji State,F,So,20.0,4.0,2.0,6.0,0.3,0.0,18.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,,2025-26,F,37.5254582484725,49.94908350305499,24.185336048879837,21.181262729124235,27.596741344195518,43.83910386965377,83.9613034623218,42.973523421588595,,False
Julian Beaumont,Robert Morris,F,Fr,19.0,3.0,3.0,6.0,0.32,4.0,28.0,0.0,0.0,0.0,-1.0,12.0,2.0,2.0,50.0,2025-26,F,40.835030549898164,40.52953156822811,30.75356415478615,35.13238289205703,27.596741344195518,43.83910386965377,47.657841140529534,60.437881873727086,61.57253599114064,False
Bo Cosman,Massachusetts,F,Jr,19.0,3.0,3.0,6.0,0.32,10.0,14.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,66.7,2025-26,F,40.835030549898164,40.52953156822811,30.75356415478615,17.515274949083505,27.596741344195518,43.83910386965377,68.73727087576374,37.372708757637476,92.58028792912513,False
Marty Lavins,New Hampshire,F,Jr,17.0,3.0,3.0,6.0,0.35,4.0,39.0,1.0,0.0,0.0,0.0,26.0,38.0,39.0,49.4,2025-26,F,45.366598778004075,40.52953156822811,30.75356415478615,48.217922606924645,27.596741344195518,43.83910386965377,55.75356415478615,96.5376782077393,57.032115171650055,False
Casy Laylin,St. Thomas,F,So,17.0,1.0,5.0,6.0,0.35,6.0,23.0,0.0,0.0,0.0,-7.0,3.0,0.0,1.0,0.0,2025-26,F,45.366598778004075,19.95926680244399,43.94093686354379,28.462321792260692,27.596741344195518,43.83910386965377,17.209775967413442,14.205702647657843,4.4296788482834994,False
Kyan Haldenby,Canisius,F,Fr,17.0,2.0,4.0,6.0,0.35,2.0,13.0,0.0,0.0,0.0,5.0,10.0,87.0,95.0,47.8,2025-26,F,45.366598778004075,30.60081466395112,37.270875763747455,16.44602851323829,27.596741344195518,43.83910386965377,80.70264765784114,48.42158859470469,51.162790697674424,False
Cade Ahrenholz,Alaska,F,Sr,15.0,2.0,4.0,6.0,0.4,6.0,11.0,0.0,1.0,0.0,3.0,5.0,0.0,2.0,0.0,2025-26,F,51.069246435845216,30.60081466395112,37.270875763747455,14.052953156822811,63.951120162932796,43.83910386965377,72.9633401221996,22.861507128309572,4.4296788482834994,False
Ty Daneault,Merrimack,F,Jr,15.0,2.0,4.0,6.0,0.4,14.0,37.0,0.0,0.0,0.0,-3.0,10.0,2.0,2.0,50.0,2025-26,F,51.069246435845216,30.60081466395112,37.270875763747455,45.16293279022403,27.596741344195518,43.83910386965377,34.623217922606926,48.42158859470469,61.57253599114064,False
Hugo Marcil,Alaska,D,Fr,14.0,0.0,6.0,6.0,0.43,6.0,6.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,,2025-26,D,79.78533094812164,19.141323792486585,62.701252236135964,15.742397137745975,40.33989266547406,48.211091234347045,82.91592128801432,13.774597495527727,,False
Hunter Mayo,Merrimack,D,Fr,14.0,1.0,5.0,6.0,0.43,18.0,25.0,0.0,1.0,0.0,-7.0,11.0,1.0,0.0,100.0,2025-26,D,79.78533094812164,48.837209302325576,54.830053667262966,44.18604651162791,85.77817531305904,48.211091234347045,15.11627906976744,23.881932021466906,84.89583333333334,False
Xavier Lapointe,RIT,D,Sr,13.0,2.0,4.0,6.0,0.46,6.0,20.0,0.0,1.0,0.0,-2.0,7.0,0.0,0.0,,2025-26,D,83.2737030411449,66.54740608228981,45.796064400715565,36.314847942754916,85.77817531305904,48.211091234347045,36.135957066189626,17.08407871198569,,False
Tanner Henricks,St. Cloud State,D,Fr,12.0,3.0,3.0,6.0,0.5,15.0,24.0,0.0,0.0,0.0,-2.0,12.0,0.0,0.0,,2025-26,D,86.49373881932021,78.26475849731663,37.924865831842574,42.84436493738819,40.33989266547406,48.211091234347045,36.135957066189626,26.29695885509839,,False
Joona Väisänen,Western Michigan,D,So,7.0,0.0,6.0,6.0,0.86,2.0,11.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,,2025-26,D,98.47942754919498,19.141323792486585,62.701252236135964,24.597495527728086,40.33989266547406,48.211091234347045,73.43470483005366,17.08407871198569,,True
Richard Baran,Arizona State,D,Fr,34.0,0.0,5.0,5.0,0.15,22.0,20.0,0.0,0.0,0.0,-7.0,39.0,0.0,0.0,,2025-26,D,33.810375670840784,19.141323792486585,54.830053667262966,36.314847942754916,40.33989266547406,48.211091234347045,15.11627906976744,80.85867620751341,,False
Maxwell Chakrabarti,Augustana,D,Fr,34.0,1.0,4.0,5.0,0.15,8.0,42.0,0.0,0.0,0.0,6.0,28.0,0.0,0.0,,2025-26,D,33.810375670840784,48.837209302325576,45.796064400715565,74.23971377459749,40.33989266547406,48.211091234347045,80.76923076923077,58.40787119856887,,False
Brady Milburn,Denver,F,Fr,33.0,1.0,4.0,5.0,0.15,10.0,32.0,0.0,0.0,0.0,-2.0,11.0,0.0,3.0,0.0,2025-26,F,18.024439918533606,19.95926680244399,37.270875763747455,39.663951120162935,27.596741344195518,43.83910386965377,40.42769857433808,54.378818737270876,4.4296788482834994,False
Frankie Carogioiello,St. Lawrence,F,Jr,32.0,1.0,4.0,5.0,0.16,22.0,16.0,1.0,0.0,0.0,-10.0,8.0,4.0,7.0,36.4,2025-26,F,19.24643584521385,19.95926680244399,37.270875763747455,19.093686354378818,27.596741344195518,43.83910386965377,8.5030549898167,37.372708757637476,24.473975636766333,False
Michael Phelan,Miami,D,Fr,32.0,0.0,5.0,5.0,0.16,8.0,22.0,0.0,0.0,0.0,3.0,34.0,0.0,0.0,,2025-26,D,35.50983899821109,19.141323792486585,54.830053667262966,39.803220035778175,40.33989266547406,48.211091234347045,69.40966010733453,71.824686940966,,False
